Date,Month Abbr,State,Number of Flights,Daily Positve Increase,Daily Death Increase,Expected Positives
9/4/2020,Sep,California,2139,5106,163,4135.8737
9/4/2020,Sep,Colorado,938,268,8,1863.7018
9/4/2020,Sep,Florida,1043,3198,103,2062.3513
9/4/2020,Sep,Georgia,2189,2066,63,4230.4687
9/4/2020,Sep,Illinois,2064,5594,38,3993.9812
9/4/2020,Sep,Maryland,290,819,11,637.7506
9/4/2020,Sep,Massachuttces,480,212,23,997.2116
9/4/2020,Sep,Michigan,729,1053,7,1468.2947
9/4/2020,Sep,Minniesota,524,843,10,1080.4552
9/4/2020,Sep,Nevada,525,489,12,1082.3471
9/4/2020,Sep,New Jersey,545,449,7,1120.1851
9/4/2020,Sep,New York,968,864,5,1920.4588
9/4/2020,Sep,North Carolina,659,2045,36,1335.8617
9/4/2020,Sep,Pennsylvania,422,891,10,887.4814
9/4/2020,Sep,Texas,2358,5482,140,4550.1998
9/4/2020,Sep,Utah,481,513,5,999.1035
9/4/2020,Sep,Washington,803,479,10,1608.2953
9/5/2020,Sep,Arizona,397,835,36,840.1839
9/5/2020,Sep,California,1905,4956,153,3693.1691
9/5/2020,Sep,Colorado,782,368,5,1568.5654
9/5/2020,Sep,Florida,885,3656,60,1763.4311
9/5/2020,Sep,Georgia,1964,2194,46,3804.7912
9/5/2020,Sep,Illinois,1419,2806,23,2773.7057
9/5/2020,Sep,Maryland,254,776,7,569.6422
9/5/2020,Sep,Massachuttces,372,438,16,792.8864
9/5/2020,Sep,Michigan,653,896,8,1324.5103
9/5/2020,Sep,Minniesota,441,914,4,923.4275
9/5/2020,Sep,Nevada,396,390,13,838.292
9/5/2020,Sep,New Jersey,449,325,7,938.5627
9/5/2020,Sep,New York,856,801,2,1708.566
9/5/2020,Sep,North Carolina,619,1561,50,1260.1857
9/5/2020,Sep,Pennsylvania,328,963,18,709.6428
9/5/2020,Sep,Texas,1738,4486,177,3377.2218
9/5/2020,Sep,Utah,413,433,1,870.4543
9/5/2020,Sep,Washington,761,479,8,1528.8355
9/6/2020,Sep,Arizona,379,250,14,806.1297
9/6/2020,Sep,California,1894,4905,66,3672.3582
9/6/2020,Sep,Colorado,752,334,0,1511.8084
9/6/2020,Sep,Florida,849,2564,38,1695.3227
9/6/2020,Sep,Georgia,2044,1651,60,3956.1432
9/6/2020,Sep,Illinois,1526,1403,5,2976.139
9/6/2020,Sep,Maryland,227,512,3,518.5609
9/6/2020,Sep,Massachuttces,443,366,9,927.2113
9/6/2020,Sep,Michigan,615,0,0,1252.6181
9/6/2020,Sep,Minniesota,474,707,6,985.8602
9/6/2020,Sep,Nevada,456,508,1,951.806
9/6/2020,Sep,New Jersey,484,311,4,1004.7792
9/6/2020,Sep,New York,935,729,9,1858.0261
9/6/2020,Sep,North Carolina,548,1086,1,1125.8608
9/6/2020,Sep,Pennsylvania,307,691,0,669.9129
9/6/2020,Sep,Texas,1878,2995,64,3642.0878
9/6/2020,Sep,Utah,422,388,2,887.4814
9/6/2020,Sep,Washington,739,501,0,1487.2137
9/7/2020,Sep,Arizona,445,198,0,930.9951
9/7/2020,Sep,California,2027,3091,17,3923.9809
9/7/2020,Sep,Colorado,844,285,0,1685.8632
9/7/2020,Sep,Florida,931,1838,22,1850.4585
9/7/2020,Sep,Georgia,2175,608,7,4203.9821
9/7/2020,Sep,Illinois,1945,1381,8,3768.8451
9/7/2020,Sep,Maryland,240,764,5,543.1556
9/7/2020,Sep,Massachuttces,412,229,8,868.5624
9/7/2020,Sep,Michigan,688,1212,4,1390.7268
9/7/2020,Sep,Minniesota,506,638,3,1046.401
9/7/2020,Sep,Nevada,466,357,4,970.725
9/7/2020,Sep,New Jersey,488,332,2,1012.3468
9/7/2020,Sep,New York,906,520,2,1803.161
9/7/2020,Sep,North Carolina,553,1018,7,1135.3203
9/7/2020,Sep,Pennsylvania,367,547,20,783.4269
9/7/2020,Sep,Texas,2274,2060,20,4391.2802
9/7/2020,Sep,Utah,441,373,1,923.4275
9/7/2020,Sep,Washington,766,399,0,1538.295
9/8/2020,Sep,Arizona,403,81,2,851.5353
9/8/2020,Sep,California,1720,2676,32,3343.1676
9/8/2020,Sep,Colorado,541,213,0,1112.6175
9/8/2020,Sep,Florida,759,1823,44,1525.0517
9/8/2020,Sep,Georgia,1759,1543,26,3416.9517
9/8/2020,Sep,Illinois,1595,1392,7,3106.6801
9/8/2020,Sep,Maryland,222,356,3,509.1014
9/8/2020,Sep,Massachuttces,374,171,8,796.6702
9/8/2020,Sep,Michigan,526,499,1,1084.239
9/8/2020,Sep,Minniesota,432,383,2,906.4004
9/8/2020,Sep,Nevada,350,137,0,751.2646
9/8/2020,Sep,New Jersey,396,277,5,838.292
9/8/2020,Sep,New York,783,557,6,1570.4573
9/8/2020,Sep,North Carolina,465,716,12,968.8331
9/8/2020,Sep,Pennsylvania,328,496,11,709.6428
9/8/2020,Sep,Texas,1934,1421,61,3748.0342
9/8/2020,Sep,Utah,316,326,1,686.94
9/8/2020,Sep,Washington,727,0,0,1464.5109
9/9/2020,Sep,Arizona,459,496,30,957.4817
9/9/2020,Sep,California,1831,1616,83,3553.1685
9/9/2020,Sep,Colorado,756,187,2,1519.376
9/9/2020,Sep,Florida,661,2056,202,1339.6455
9/9/2020,Sep,Georgia,1961,1937,58,3799.1155
9/9/2020,Sep,Illinois,1671,1337,28,3250.4645
9/9/2020,Sep,Maryland,230,336,9,524.2366
9/9/2020,Sep,Massachuttces,386,181,5,819.373
9/9/2020,Sep,Michigan,597,961,76,1218.5639
9/9/2020,Sep,Minniesota,454,260,7,948.0222
9/9/2020,Sep,Nevada,319,154,19,692.6157
9/9/2020,Sep,New Jersey,418,323,8,879.9138
9/9/2020,Sep,New York,787,576,3,1578.0249
9/9/2020,Sep,North Carolina,574,897,49,1175.0502
9/9/2020,Sep,Pennsylvania,302,931,14,660.4534
9/9/2020,Sep,Texas,1901,4000,139,3685.6015
9/9/2020,Sep,Utah,425,314,3,893.1571
9/9/2020,Sep,Washington,741,774,25,1490.9975
9/10/2020,Sep,Arizona,506,461,22,1046.401
9/10/2020,Sep,California,1952,3338,137,3782.0884
9/10/2020,Sep,Colorado,854,246,14,1704.7822
9/10/2020,Sep,Florida,930,2583,213,1848.5666
9/10/2020,Sep,Georgia,2057,1836,76,3980.7379
9/10/2020,Sep,Illinois,1713,1953,28,3329.9243
9/10/2020,Sep,Maryland,250,503,8,562.0746
9/10/2020,Sep,Massachuttces,431,403,20,904.5085
9/10/2020,Sep,Michigan,717,983,7,1445.5919
9/10/2020,Sep,Minniesota,483,381,15,1002.8873
9/10/2020,Sep,Nevada,454,288,17,948.0222
9/10/2020,Sep,New Jersey,538,424,5,1106.9418
9/10/2020,Sep,New York,998,757,7,1977.2158
9/10/2020,Sep,North Carolina,618,1222,32,1258.2938
9/10/2020,Sep,Pennsylvania,337,587,15,726.6699
9/10/2020,Sep,Texas,2255,4018,161,4355.3341
9/10/2020,Sep,Utah,470,346,3,978.2926
9/10/2020,Sep,Washington,703,458,7,1419.1053
9/11/2020,Sep,Arizona,513,521,15,1059.6443
9/11/2020,Sep,California,2021,3326,111,3912.6295
9/11/2020,Sep,Colorado,882,265,7,1757.7554
9/11/2020,Sep,Florida,995,3650,176,1971.5401
9/11/2020,Sep,Georgia,2265,1658,42,4374.2531
9/11/2020,Sep,Illinois,1935,2312,44,3749.9261
9/11/2020,Sep,Maryland,257,646,4,575.3179
9/11/2020,Sep,Massachuttces,463,440,14,965.0493
9/11/2020,Sep,Michigan,665,1405,6,1347.2131
9/11/2020,Sep,Minniesota,498,467,13,1031.2658
9/11/2020,Sep,Nevada,440,260,10,921.5356
9/11/2020,Sep,New Jersey,527,474,9,1086.1309
9/11/2020,Sep,New York,903,880,5,1797.4853
9/11/2020,Sep,North Carolina,617,1532,33,1256.4019
9/11/2020,Sep,Pennsylvania,298,1008,17,652.8858
9/11/2020,Sep,Texas,2301,3547,144,4442.3615
9/11/2020,Sep,Utah,455,656,1,949.9141
9/11/2020,Sep,Washington,738,544,6,1485.3218
9/12/2020,Sep,Arizona,448,605,27,936.6708
9/12/2020,Sep,California,1890,4107,162,3664.7906
9/12/2020,Sep,Colorado,784,307,0,1572.3492
9/12/2020,Sep,Florida,864,3190,98,1723.7012
9/12/2020,Sep,Georgia,2022,2124,41,3914.5214
9/12/2020,Sep,Illinois,1768,2121,22,3433.9788
9/12/2020,Sep,Maryland,224,809,8,512.8852
9/12/2020,Sep,Massachuttces,411,554,16,866.6705
9/12/2020,Sep,Michigan,707,807,11,1426.6729
9/12/2020,Sep,Minniesota,463,872,9,965.0493
9/12/2020,Sep,Nevada,357,414,10,764.5079
9/12/2020,Sep,New Jersey,483,449,4,1002.8873
9/12/2020,Sep,New York,856,849,2,1708.566
9/12/2020,Sep,North Carolina,598,1454,24,1220.4558
9/12/2020,Sep,Pennsylvania,170,920,0,410.7226
9/12/2020,Sep,Texas,2168,4233,146,4190.7388
9/12/2020,Sep,Utah,414,572,2,872.3462
9/12/2020,Sep,Washington,650,465,0,1318.8346
9/13/2020,Sep,Arizona,471,384,7,980.1845
9/13/2020,Sep,California,2015,4625,78,3901.2781
9/13/2020,Sep,Colorado,841,415,0,1680.1875
9/13/2020,Sep,Florida,896,2423,8,1784.242
9/13/2020,Sep,Georgia,2227,1409,46,4302.3609
9/13/2020,Sep,Illinois,1730,1462,14,3362.0866
9/13/2020,Sep,Maryland,238,577,2,539.3718
9/13/2020,Sep,Massachuttces,485,286,14,1006.6711
9/13/2020,Sep,Michigan,647,0,0,1313.1589
9/13/2020,Sep,Minniesota,482,723,13,1000.9954
9/13/2020,Sep,Nevada,438,317,3,917.7518
9/13/2020,Sep,New Jersey,513,297,5,1059.6443
9/13/2020,Sep,New York,953,725,6,1892.0803
9/13/2020,Sep,North Carolina,606,1196,5,1235.591
9/13/2020,Sep,Pennsylvania,276,76,0,611.264
9/13/2020,Sep,Texas,2240,1845,47,4326.9556
9/13/2020,Sep,Utah,423,628,0,889.3733
9/13/2020,Sep,Washington,631,350,0,1282.8885
9/14/2020,Sep,Arizona,486,213,0,1008.563
9/14/2020,Sep,California,1939,2855,56,3757.4937
9/14/2020,Sep,Colorado,834,417,0,1666.9442
9/14/2020,Sep,Florida,891,1736,36,1774.7825
9/14/2020,Sep,Georgia,2143,1023,20,4143.4413
9/14/2020,Sep,Illinois,1730,1373,5,3362.0866
9/14/2020,Sep,Maryland,248,536,1,558.2908
9/14/2020,Sep,Massachuttces,417,254,9,878.0219
9/14/2020,Sep,Michigan,703,1229,10,1419.1053
9/14/2020,Sep,Minniesota,493,638,3,1021.8063
9/14/2020,Sep,Nevada,418,277,4,879.9138
9/14/2020,Sep,New Jersey,493,334,4,1021.8063
9/14/2020,Sep,New York,908,583,4,1806.9448
9/14/2020,Sep,North Carolina,621,845,8,1263.9695
9/14/2020,Sep,Pennsylvania,309,1182,32,673.6967
9/14/2020,Sep,Texas,2178,4011,21,4209.6578
9/14/2020,Sep,Utah,442,563,3,925.3194
9/14/2020,Sep,Washington,654,312,15,1326.4022
9/15/2020,Sep,Arizona,456,484,22,951.806
9/15/2020,Sep,California,1763,2235,66,3424.5193
9/15/2020,Sep,Colorado,723,375,5,1456.9433
9/15/2020,Sep,Florida,653,3116,146,1324.5103
9/15/2020,Sep,Georgia,1947,1496,45,3772.6289
9/15/2020,Sep,Illinois,1682,1466,18,3271.2754
9/15/2020,Sep,Maryland,230,599,10,524.2366
9/15/2020,Sep,Massachuttces,365,313,6,779.6431
9/15/2020,Sep,Michigan,563,682,11,1154.2393
9/15/2020,Sep,Minniesota,452,402,5,944.2384
9/15/2020,Sep,Nevada,317,226,26,688.8319
9/15/2020,Sep,New Jersey,405,436,9,855.3191
9/15/2020,Sep,New York,821,766,11,1642.3495
9/15/2020,Sep,North Carolina,583,1106,51,1192.0773
9/15/2020,Sep,Pennsylvania,198,1151,6,463.6958
9/15/2020,Sep,Texas,1963,5301,132,3802.8993
9/15/2020,Sep,Utah,439,562,0,919.6437
9/15/2020,Sep,Washington,615,327,9,1252.6181
9/16/2020,Sep,Arizona,397,698,27,840.1839
9/16/2020,Sep,California,1498,2950,164,2923.1658
9/16/2020,Sep,Colorado,618,400,11,1258.2938
9/16/2020,Sep,Florida,582,2355,154,1190.1854
9/16/2020,Sep,Georgia,1807,2223,21,3507.7629
9/16/2020,Sep,Illinois,1506,1941,35,2938.301
9/16/2020,Sep,Maryland,214,643,6,493.9662
9/16/2020,Sep,Massachuttces,303,306,20,662.3453
9/16/2020,Sep,Michigan,506,773,11,1046.401
9/16/2020,Sep,Minniesota,417,462,6,878.0219
9/16/2020,Sep,Nevada,259,208,12,579.1017
9/16/2020,Sep,New Jersey,350,388,9,751.2646
9/16/2020,Sep,New York,742,652,5,1492.8894
9/16/2020,Sep,North Carolina,570,1137,38,1167.4826
9/16/2020,Sep,Pennsylvania,340,776,28,732.3456
9/16/2020,Sep,Texas,1873,6026,135,3632.6283
9/16/2020,Sep,Utah,334,747,1,720.9942
9/16/2020,Sep,Washington,662,347,5,1341.5374
9/17/2020,Sep,Arizona,441,1753,38,923.4275
9/17/2020,Sep,California,1782,3238,106,3460.4654
9/17/2020,Sep,Colorado,686,587,0,1386.943
9/17/2020,Sep,Florida,762,3255,147,1530.7274
9/17/2020,Sep,Georgia,1911,1847,55,3704.5205
9/17/2020,Sep,Illinois,1436,2056,25,2805.868
9/17/2020,Sep,Maryland,184,631,6,437.2092
9/17/2020,Sep,Massachuttces,354,429,15,758.8322
9/17/2020,Sep,Michigan,547,980,12,1123.9689
9/17/2020,Sep,Minniesota,412,909,9,868.5624
9/17/2020,Sep,Nevada,408,347,12,860.9948
9/17/2020,Sep,New Jersey,440,569,3,921.5356
9/17/2020,Sep,New York,859,896,3,1714.2417
9/17/2020,Sep,North Carolina,482,1552,31,1000.9954
9/17/2020,Sep,Pennsylvania,284,933,10,626.3992
9/17/2020,Sep,Texas,1906,4047,112,3695.061
9/17/2020,Sep,Utah,310,911,0,675.5886
9/17/2020,Sep,Washington,654,386,11,1326.4022
9/18/2020,Sep,Arizona,477,1282,42,991.5359
9/18/2020,Sep,California,1874,3630,91,3634.5202
9/18/2020,Sep,Colorado,730,459,6,1470.1866
9/18/2020,Sep,Florida,752,3204,140,1511.8084
9/18/2020,Sep,Georgia,2248,1834,63,4342.0908
9/18/2020,Sep,Illinois,1784,2223,23,3464.2492
9/18/2020,Sep,Maryland,193,543,8,454.2363
9/18/2020,Sep,Massachuttces,433,454,9,908.2923
9/18/2020,Sep,Michigan,576,778,0,1178.834
9/18/2020,Sep,Minniesota,417,1085,8,878.0219
9/18/2020,Sep,Nevada,434,501,18,910.1842
9/18/2020,Sep,New Jersey,445,487,4,930.9951
9/18/2020,Sep,New York,806,790,10,1613.971
9/18/2020,Sep,North Carolina,498,1443,27,1031.2658
9/18/2020,Sep,Pennsylvania,303,760,21,662.3453
9/18/2020,Sep,Texas,1947,3422,123,3772.6289
9/18/2020,Sep,Utah,369,1117,0,787.2107
9/18/2020,Sep,Washington,684,404,6,1383.1592
9/19/2020,Sep,Arizona,447,609,16,934.7789
9/19/2020,Sep,California,1854,4304,100,3596.6822
9/19/2020,Sep,Colorado,762,605,2,1530.7274
9/19/2020,Sep,Florida,829,3573,63,1657.4847
9/19/2020,Sep,Georgia,2010,2284,62,3891.8186
9/19/2020,Sep,Illinois,1791,2529,25,3477.4925
9/19/2020,Sep,Maryland,219,682,7,503.4257
9/19/2020,Sep,Massachuttces,385,599,26,817.4811
9/19/2020,Sep,Michigan,606,587,15,1235.591
9/19/2020,Sep,Minniesota,442,914,13,925.3194
9/19/2020,Sep,Nevada,355,323,4,760.7241
9/19/2020,Sep,New Jersey,511,461,3,1055.8605
9/19/2020,Sep,New York,821,986,2,1642.3495
9/19/2020,Sep,North Carolina,603,1229,28,1229.9153
9/19/2020,Sep,Pennsylvania,170,1162,22,410.7226
9/19/2020,Sep,Texas,2165,3827,135,4185.0631
9/19/2020,Sep,Utah,400,1077,3,845.8596
9/19/2020,Sep,Washington,725,0,0,1460.7271
9/20/2020,Sep,Arizona,477,467,9,991.5359
9/20/2020,Sep,California,1980,4265,75,3835.0616
9/20/2020,Sep,Colorado,828,606,0,1655.5928
9/20/2020,Sep,Florida,980,2521,9,1943.1616
9/20/2020,Sep,Georgia,2308,1134,3,4455.6048
9/20/2020,Sep,Illinois,1875,1402,14,3636.4121
9/20/2020,Sep,Maryland,243,412,3,548.8313
9/20/2020,Sep,Massachuttces,443,359,15,927.2113
9/20/2020,Sep,Michigan,659,0,0,1335.8617
9/20/2020,Sep,Minniesota,483,1296,2,1002.8873
9/20/2020,Sep,Nevada,451,385,3,942.3465
9/20/2020,Sep,New Jersey,529,453,3,1089.9147
9/20/2020,Sep,New York,999,862,2,1979.1077
9/20/2020,Sep,North Carolina,617,1333,8,1256.4019
9/20/2020,Sep,Pennsylvania,306,733,25,668.021
9/20/2020,Sep,Texas,2234,2466,45,4315.6042
9/20/2020,Sep,Utah,422,920,0,887.4814
9/20/2020,Sep,Washington,680,597,0,1375.5916
9/21/2020,Sep,Arizona,489,233,2,1014.2387
9/21/2020,Sep,California,1847,3294,31,3583.4389
9/21/2020,Sep,Colorado,856,501,0,1708.566
9/21/2020,Sep,Florida,873,1685,21,1740.7283
9/21/2020,Sep,Georgia,2093,1184,2,4048.8463
9/21/2020,Sep,Illinois,1639,1477,7,3189.9237
9/21/2020,Sep,Maryland,252,412,4,565.8584
9/21/2020,Sep,Massachuttces,398,256,7,842.0758
9/21/2020,Sep,Michigan,706,1575,12,1424.781
9/21/2020,Sep,Minniesota,478,925,4,993.4278
9/21/2020,Sep,Nevada,423,232,0,889.3733
9/21/2020,Sep,New Jersey,520,392,2,1072.8876
9/21/2020,Sep,New York,888,573,1,1769.1068
9/21/2020,Sep,North Carolina,626,800,4,1273.429
9/21/2020,Sep,Pennsylvania,396,234,23,838.292
9/21/2020,Sep,Texas,2181,9853,24,4215.3335
9/21/2020,Sep,Utah,434,622,1,910.1842
9/21/2020,Sep,Washington,718,349,0,1447.4838
9/22/2020,Sep,Arizona,101,595,20,280.1815
9/22/2020,Sep,California,593,2630,53,1210.9963
9/22/2020,Sep,Colorado,238,542,1,539.3718
9/22/2020,Sep,Florida,202,2470,99,471.2634
9/22/2020,Sep,Georgia,606,882,73,1235.591
9/22/2020,Sep,Illinois,611,1531,29,1245.0505
9/22/2020,Sep,Maryland,63,344,12,208.2893
9/22/2020,Sep,Massachuttces,100,173,11,278.2896
9/22/2020,Sep,Michigan,160,695,16,391.8036
9/22/2020,Sep,Minniesota,122,480,10,319.9114
9/22/2020,Sep,Nevada,54,262,15,191.2622
9/22/2020,Sep,New Jersey,147,426,7,367.2089
9/22/2020,Sep,New York,343,754,4,738.0213
9/22/2020,Sep,North Carolina,190,1168,39,448.5606
9/22/2020,Sep,Pennsylvania,52,834,19,187.4784
9/22/2020,Sep,Texas,652,17820,77,1322.6184
9/22/2020,Sep,Utah,92,650,2,263.1544
9/22/2020,Sep,Washington,320,645,33,694.5076
9/23/2020,Sep,Arizona,258,438,27,577.2098
9/23/2020,Sep,California,1276,3146,133,2503.164
9/23/2020,Sep,Colorado,778,654,12,1560.9978
9/23/2020,Sep,Florida,455,2590,203,949.9141
9/23/2020,Sep,Georgia,626,1457,96,1273.429
9/23/2020,Sep,Illinois,1107,1848,22,2183.4329
9/23/2020,Sep,Maryland,202,385,7,471.2634
9/23/2020,Sep,Massachuttces,337,543,19,726.6699
9/23/2020,Sep,Michigan,495,902,16,1025.5901
9/23/2020,Sep,Minniesota,193,678,6,454.2363
9/23/2020,Sep,Nevada,208,509,10,482.6148
9/23/2020,Sep,New Jersey,192,408,8,452.3444
9/23/2020,Sep,New York,432,665,5,906.4004
9/23/2020,Sep,North Carolina,227,952,30,518.5609
9/23/2020,Sep,Pennsylvania,140,898,39,353.9656
9/23/2020,Sep,Texas,1041,3392,135,2058.5675
9/23/2020,Sep,Utah,228,877,1,520.4528
9/23/2020,Sep,Washington,704,0,0,1420.9972
9/24/2020,Sep,Arizona,505,568,34,1044.5091
9/24/2020,Sep,California,1904,3170,110,3691.2772
9/24/2020,Sep,Colorado,875,616,0,1744.5121
9/24/2020,Sep,Florida,1015,2541,179,2009.3781
9/24/2020,Sep,Georgia,2023,1368,49,3916.4133
9/24/2020,Sep,Illinois,1782,2257,30,3460.4654
9/24/2020,Sep,Maryland,254,503,7,569.6422
9/24/2020,Sep,Massachuttces,445,481,15,930.9951
9/24/2020,Sep,Michigan,703,1078,6,1419.1053
9/24/2020,Sep,Minniesota,491,912,3,1018.0225
9/24/2020,Sep,Nevada,446,390,8,932.887
9/24/2020,Sep,New Jersey,552,564,9,1133.4284
9/24/2020,Sep,New York,970,955,2,1924.2426
9/24/2020,Sep,North Carolina,622,1688,40,1265.8614
9/24/2020,Sep,Pennsylvania,343,853,17,738.0213
9/24/2020,Sep,Texas,2319,4320,138,4476.4157
9/24/2020,Sep,Utah,451,1198,0,942.3465
9/24/2020,Sep,Washington,715,509,11,1441.8081
9/25/2020,Sep,Arizona,505,515,28,1044.5091
9/25/2020,Sep,California,1929,3400,84,3738.5747
9/25/2020,Sep,Colorado,878,548,9,1750.1878
9/25/2020,Sep,Florida,1017,2847,122,2013.1619
9/25/2020,Sep,Georgia,2349,1468,52,4533.1727
9/25/2020,Sep,Illinois,1972,2805,33,3819.9264
9/25/2020,Sep,Maryland,247,559,8,556.3989
9/25/2020,Sep,Massachuttces,455,488,11,949.9141
9/25/2020,Sep,Michigan,666,1040,8,1349.105
9/25/2020,Sep,Minniesota,490,1177,6,1016.1306
9/25/2020,Sep,Nevada,452,556,9,944.2384
9/25/2020,Sep,New Jersey,538,548,6,1106.9418
9/25/2020,Sep,New York,925,908,7,1839.1071
9/25/2020,Sep,North Carolina,625,6142,53,1271.5371
9/25/2020,Sep,Pennsylvania,376,806,2,800.454
9/25/2020,Sep,Texas,2281,4633,97,4404.5235
9/25/2020,Sep,Utah,453,1411,4,946.1303
9/25/2020,Sep,Washington,728,536,0,1466.4028
9/26/2020,Sep,Arizona,450,459,35,940.4546
9/26/2020,Sep,California,1803,4197,134,3500.1953
9/26/2020,Sep,Colorado,780,709,5,1564.7816
9/26/2020,Sep,Florida,845,2795,107,1687.7551
9/26/2020,Sep,Georgia,2020,1359,40,3910.7376
9/26/2020,Sep,Illinois,1829,2441,25,3549.3847
9/26/2020,Sep,Maryland,228,613,8,520.4528
9/26/2020,Sep,Massachuttces,397,569,18,840.1839
9/26/2020,Sep,Michigan,713,996,17,1438.0243
9/26/2020,Sep,Minniesota,453,1470,10,946.1303
9/26/2020,Sep,Nevada,350,602,9,751.2646
9/26/2020,Sep,New Jersey,502,750,6,1038.8334
9/26/2020,Sep,New York,885,1005,4,1763.4311
9/26/2020,Sep,North Carolina,603,1759,31,1229.9153
9/26/2020,Sep,Pennsylvania,180,1029,22,429.6416
9/26/2020,Sep,Texas,2191,4886,121,4234.2525
9/26/2020,Sep,Utah,427,1017,0,896.9409
9/26/2020,Sep,Washington,685,988,20,1385.0511
9/27/2020,Sep,Arizona,423,411,1,889.3733
9/27/2020,Sep,California,1720,4071,55,3343.1676
9/27/2020,Sep,Colorado,749,584,0,1506.1327
9/27/2020,Sep,Florida,893,1882,12,1778.5663
9/27/2020,Sep,Georgia,2019,812,32,3908.8457
9/27/2020,Sep,Illinois,1522,1604,13,2968.5714
9/27/2020,Sep,Maryland,205,431,10,476.9391
9/27/2020,Sep,Massachuttces,405,592,13,855.3191
9/27/2020,Sep,Michigan,586,0,0,1197.753
9/27/2020,Sep,Minniesota,461,1075,4,961.2655
9/27/2020,Sep,Nevada,365,373,3,779.6431
9/27/2020,Sep,New Jersey,443,698,6,927.2113
9/27/2020,Sep,New York,791,866,6,1585.5925
9/27/2020,Sep,North Carolina,546,1290,1,1122.077
9/27/2020,Sep,Pennsylvania,289,918,3,635.8587
9/27/2020,Sep,Texas,1796,1694,37,3486.952
9/27/2020,Sep,Utah,372,1068,5,792.8864
9/27/2020,Sep,Washington,585,604,0,1195.8611
9/28/2020,Sep,Arizona,169,273,0,408.8307
9/28/2020,Sep,California,611,2955,21,1245.0505
9/28/2020,Sep,Colorado,363,569,0,775.8593
9/28/2020,Sep,Florida,352,738,5,755.0484
9/28/2020,Sep,Georgia,947,596,15,1880.7289
9/28/2020,Sep,Illinois,849,1709,13,1695.3227
9/28/2020,Sep,Maryland,99,477,3,276.3977
9/28/2020,Sep,Massachuttces,143,430,11,359.6413
9/28/2020,Sep,Michigan,286,1329,7,630.183
9/28/2020,Sep,Minniesota,183,904,7,435.3173
9/28/2020,Sep,Nevada,91,463,0,261.2625
9/28/2020,Sep,New Jersey,221,559,0,507.2095
9/28/2020,Sep,New York,377,834,12,802.3459
9/28/2020,Sep,North Carolina,308,868,4,671.8048
9/28/2020,Sep,Pennsylvania,129,676,1,333.1547
9/28/2020,Sep,Texas,915,4611,11,1820.1881
9/28/2020,Sep,Utah,161,827,0,393.6955
9/28/2020,Sep,Washington,295,439,0,647.2101
9/29/2020,Sep,Arizona,459,674,9,957.4817
9/29/2020,Sep,California,1694,2162,32,3293.9782
9/29/2020,Sep,Colorado,747,411,5,1502.3489
9/29/2020,Sep,Florida,652,3266,106,1322.6184
9/29/2020,Sep,Georgia,1987,1025,33,3848.3049
9/29/2020,Sep,Illinois,1695,1362,23,3295.8701
