Date,Month Abbr,State,Number of Flights,Daily Positve Increase,Daily Death Increase,Expected Positives
9/29/2020,Sep,Maryland,214,431,8,493.9662
9/29/2020,Sep,Massachuttces,364,512,8,777.7512
9/29/2020,Sep,Michigan,567,1118,21,1161.8069
9/29/2020,Sep,Minniesota,447,809,5,934.7789
9/29/2020,Sep,Nevada,315,404,8,685.0481
9/29/2020,Sep,New Jersey,405,456,10,855.3191
9/29/2020,Sep,New York,790,1189,2,1583.7006
9/29/2020,Sep,North Carolina,548,889,49,1125.8608
9/29/2020,Sep,Pennsylvania,196,988,16,459.912
9/29/2020,Sep,Texas,2008,3541,71,3888.0348
9/29/2020,Sep,Utah,424,694,4,891.2652
9/29/2020,Sep,Washington,681,369,0,1377.4835
9/30/2020,Sep,Arizona,467,323,18,972.6169
9/30/2020,Sep,California,1729,3200,152,3360.1947
9/30/2020,Sep,Colorado,775,535,7,1555.3221
9/30/2020,Sep,Florida,700,1948,175,1413.4296
9/30/2020,Sep,Georgia,1965,1720,27,3806.6831
9/30/2020,Sep,Illinois,1647,2273,35,3205.0589
9/30/2020,Sep,Maryland,235,414,3,533.6961
9/30/2020,Sep,Massachuttces,367,532,33,783.4269
9/30/2020,Sep,Michigan,601,1194,11,1226.1315
9/30/2020,Sep,Minniesota,442,687,17,925.3194
9/30/2020,Sep,Nevada,321,385,7,696.3995
9/30/2020,Sep,New Jersey,434,712,9,910.1842
9/30/2020,Sep,New York,808,1000,9,1617.7548
9/30/2020,Sep,North Carolina,602,1495,38,1228.0234
9/30/2020,Sep,Pennsylvania,379,1153,19,806.1297
9/30/2020,Sep,Texas,2146,5683,107,4149.117
9/30/2020,Sep,Utah,435,906,2,912.0761
9/30/2020,Sep,Washington,709,404,24,1430.4567
10/1/2020,Oct,Arizona,513,705,24,1059.6443
10/1/2020,Oct,California,1847,3062,96,3583.4389
10/1/2020,Oct,Colorado,917,511,8,1823.9719
10/1/2020,Oct,Florida,1021,2628,131,2020.7295
10/1/2020,Oct,Georgia,2247,1308,42,4340.1989
10/1/2020,Oct,Illinois,1797,2166,24,3488.8439
10/1/2020,Oct,Maryland,255,785,0,571.5341
10/1/2020,Oct,Massachuttces,524,754,24,1080.4552
10/1/2020,Oct,Michigan,732,998,19,1473.9704
10/1/2020,Oct,Minniesota,515,1066,13,1063.4281
10/1/2020,Oct,Nevada,482,430,3,1000.9954
10/1/2020,Oct,New Jersey,566,614,5,1159.915
10/1/2020,Oct,New York,1047,1382,11,2069.9189
10/1/2020,Oct,North Carolina,618,2277,47,1258.2938
10/1/2020,Oct,Pennsylvania,344,1156,18,739.9132
10/1/2020,Oct,Texas,2238,3534,112,4323.1718
10/1/2020,Oct,Utah,469,1008,0,976.4007
10/1/2020,Oct,Washington,708,480,2,1428.5648
10/2/2020,Oct,Arizona,533,551,19,1097.4823
10/2/2020,Oct,California,1976,3590,98,3827.494
10/2/2020,Oct,Colorado,975,682,2,1933.7021
10/2/2020,Oct,Florida,1036,2660,111,2049.108
10/2/2020,Oct,Georgia,2310,1300,43,4459.3886
10/2/2020,Oct,Illinois,2099,2456,52,4060.1977
10/2/2020,Oct,Maryland,260,712,1,580.9936
10/2/2020,Oct,Massachuttces,527,761,10,1086.1309
10/2/2020,Oct,Michigan,686,984,8,1386.943
10/2/2020,Oct,Minniesota,520,1166,10,1072.8876
10/2/2020,Oct,Nevada,501,772,6,1036.9415
10/2/2020,Oct,New Jersey,605,740,4,1233.6991
10/2/2020,Oct,New York,1043,1598,7,2062.3513
10/2/2020,Oct,North Carolina,642,1775,29,1303.6994
10/2/2020,Oct,Pennsylvania,408,1161,19,860.9948
10/2/2020,Oct,Texas,2301,3503,72,4442.3615
10/2/2020,Oct,Utah,473,1107,15,983.9683
10/2/2020,Oct,Washington,773,594,6,1551.5383
10/3/2020,Oct,Arizona,455,636,12,949.9141
10/3/2020,Oct,California,1825,2159,88,3541.8171
10/3/2020,Oct,Colorado,844,680,6,1685.8632
10/3/2020,Oct,Florida,975,2787,73,1933.7021
10/3/2020,Oct,Georgia,2211,1444,28,4272.0905
10/3/2020,Oct,Illinois,1785,2442,31,3466.1411
10/3/2020,Oct,Maryland,226,597,7,516.669
10/3/2020,Oct,Massachuttces,423,672,17,889.3733
10/3/2020,Oct,Michigan,715,1275,14,1441.8081
10/3/2020,Oct,Minniesota,476,1421,14,989.644
10/3/2020,Oct,Nevada,396,526,11,838.292
10/3/2020,Oct,New Jersey,512,947,4,1057.7524
10/3/2020,Oct,New York,953,1731,8,1892.0803
10/3/2020,Oct,North Carolina,609,2202,21,1241.2667
10/3/2020,Oct,Pennsylvania,177,0,20,423.9659
10/3/2020,Oct,Texas,2186,7006,97,4224.793
10/3/2020,Oct,Utah,432,1068,2,906.4004
10/3/2020,Oct,Washington,744,694,11,1496.6732
10/4/2020,Oct,Arizona,497,355,1,1029.3739
10/4/2020,Oct,California,2033,4293,46,3935.3323
10/4/2020,Oct,Colorado,943,657,0,1873.1613
10/4/2020,Oct,Florida,1024,1868,42,2026.4052
10/4/2020,Oct,Georgia,2418,847,28,4663.7138
10/4/2020,Oct,Illinois,2050,1453,17,3967.4946
10/4/2020,Oct,Maryland,233,471,1,529.9123
10/4/2020,Oct,Massachuttces,526,644,3,1084.239
10/4/2020,Oct,Michigan,693,0,0,1400.1863
10/4/2020,Oct,Minniesota,520,1039,7,1072.8876
10/4/2020,Oct,Nevada,505,392,3,1044.5091
10/4/2020,Oct,New Jersey,614,626,1,1250.7262
10/4/2020,Oct,New York,1044,1222,14,2064.2432
10/4/2020,Oct,North Carolina,632,610,5,1284.7804
10/4/2020,Oct,Pennsylvania,297,2251,17,650.9939
10/4/2020,Oct,Texas,2296,2884,33,4432.902
10/4/2020,Oct,Utah,446,1393,2,932.887
10/4/2020,Oct,Washington,731,609,0,1472.0785
10/5/2020,Oct,Arizona,510,316,1,1053.9686
10/5/2020,Oct,California,1819,3055,29,3530.4657
10/5/2020,Oct,Colorado,903,521,0,1797.4853
10/5/2020,Oct,Florida,999,1415,41,1979.1077
10/5/2020,Oct,Georgia,2253,789,30,4351.5503
10/5/2020,Oct,Illinois,1841,1853,14,3572.0875
10/5/2020,Oct,Maryland,239,501,3,541.2637
10/5/2020,Oct,Massachuttces,473,515,20,983.9683
10/5/2020,Oct,Michigan,686,1455,15,1386.943
10/5/2020,Oct,Minniesota,503,973,3,1040.7253
10/5/2020,Oct,Nevada,481,337,0,999.1035
10/5/2020,Oct,New Jersey,574,511,2,1175.0502
10/5/2020,Oct,New York,988,933,8,1958.2968
10/5/2020,Oct,North Carolina,631,2258,3,1282.8885
10/5/2020,Oct,Pennsylvania,414,672,11,872.3462
10/5/2020,Oct,Texas,2292,3409,8,4425.3344
10/5/2020,Oct,Utah,456,1105,4,951.806
10/5/2020,Oct,Washington,713,455,0,1438.0243
10/6/2020,Oct,Arizona,476,864,6,989.644
10/6/2020,Oct,California,1716,1677,28,3335.6
10/6/2020,Oct,Colorado,778,461,0,1560.9978
10/6/2020,Oct,Florida,702,2251,59,1417.2134
10/6/2020,Oct,Georgia,2122,936,37,4103.7114
10/6/2020,Oct,Illinois,1451,1617,31,2834.2465
10/6/2020,Oct,Maryland,223,413,6,510.9933
10/6/2020,Oct,Massachuttces,390,495,8,826.9406
10/6/2020,Oct,Michigan,604,1152,22,1231.8072
10/6/2020,Oct,Minniesota,467,941,4,972.6169
10/6/2020,Oct,Nevada,329,479,6,711.5347
10/6/2020,Oct,New Jersey,489,629,9,1014.2387
10/6/2020,Oct,New York,807,1393,9,1615.8629
10/6/2020,Oct,North Carolina,597,1504,33,1218.5639
10/6/2020,Oct,Pennsylvania,202,1036,17,471.2634
10/6/2020,Oct,Texas,1965,4132,78,3806.6831
10/6/2020,Oct,Utah,440,716,6,921.5356
10/6/2020,Oct,Washington,667,402,16,1350.9969
10/7/2020,Oct,Arizona,491,604,20,1018.0225
10/7/2020,Oct,California,1798,2764,51,3490.7358
10/7/2020,Oct,Colorado,880,654,15,1753.9716
10/7/2020,Oct,Florida,795,2582,139,1593.1601
10/7/2020,Oct,Georgia,2047,1492,30,3961.8189
10/7/2020,Oct,Illinois,1191,2630,42,2342.3525
10/7/2020,Oct,Maryland,226,460,6,516.669
10/7/2020,Oct,Massachuttces,379,535,19,806.1297
10/7/2020,Oct,Michigan,559,1214,8,1146.6717
10/7/2020,Oct,Minniesota,454,911,14,948.0222
10/7/2020,Oct,Nevada,365,431,7,779.6431
10/7/2020,Oct,New Jersey,491,508,5,1018.0225
10/7/2020,Oct,New York,848,1360,9,1693.4308
10/7/2020,Oct,North Carolina,538,1711,23,1106.9418
10/7/2020,Oct,Pennsylvania,379,1309,28,806.1297
10/7/2020,Oct,Texas,2207,4121,119,4264.5229
10/7/2020,Oct,Utah,432,1007,8,906.4004
10/7/2020,Oct,Washington,702,387,7,1417.2134
10/8/2020,Oct,Arizona,549,863,10,1127.7527
10/8/2020,Oct,California,1917,3575,133,3715.8719
10/8/2020,Oct,Colorado,995,731,7,1971.5401
10/8/2020,Oct,Florida,1136,3306,170,2238.298
10/8/2020,Oct,Georgia,2326,1265,35,4489.659
10/8/2020,Oct,Illinois,1741,3059,32,3382.8975
10/8/2020,Oct,Maryland,269,761,6,598.0207
10/8/2020,Oct,Massachuttces,524,444,8,1080.4552
10/8/2020,Oct,Michigan,757,1401,24,1521.2679
10/8/2020,Oct,Minniesota,518,1271,6,1069.1038
10/8/2020,Oct,Nevada,518,480,13,1069.1038
10/8/2020,Oct,New Jersey,628,1298,8,1277.2128
10/8/2020,Oct,New York,1028,1836,10,2033.9728
10/8/2020,Oct,North Carolina,650,2428,29,1318.8346
10/8/2020,Oct,Pennsylvania,368,1376,27,785.3188
10/8/2020,Oct,Texas,2370,4238,104,4572.9026
10/8/2020,Oct,Utah,480,1501,5,997.2116
10/8/2020,Oct,Washington,710,545,12,1432.3486
10/9/2020,Oct,Arizona,549,683,3,1127.7527
10/9/2020,Oct,California,2031,3806,67,3931.5485
10/9/2020,Oct,Colorado,998,863,7,1977.2158
10/9/2020,Oct,Florida,1157,2908,118,2278.0279
10/9/2020,Oct,Georgia,2430,1625,54,4686.4166
10/9/2020,Oct,Illinois,2002,3117,32,3876.6834
10/9/2020,Oct,Maryland,267,734,11,594.2369
10/9/2020,Oct,Massachuttces,547,765,12,1123.9689
10/9/2020,Oct,Michigan,715,1323,7,1441.8081
10/9/2020,Oct,Minniesota,516,1390,14,1065.32
10/9/2020,Oct,Nevada,529,766,8,1089.9147
10/9/2020,Oct,New Jersey,628,865,4,1277.2128
10/9/2020,Oct,New York,1012,1592,6,2003.7024
10/9/2020,Oct,North Carolina,655,2034,25,1328.2941
10/9/2020,Oct,Pennsylvania,413,1380,9,870.4543
10/9/2020,Oct,Texas,2423,4036,98,4673.1733
10/9/2020,Oct,Utah,478,1343,4,993.4278
10/9/2020,Oct,Washington,748,710,6,1504.2408
10/10/2020,Oct,Arizona,486,894,13,1008.563
10/10/2020,Oct,California,1832,4170,72,3555.0604
10/10/2020,Oct,Colorado,870,834,1,1735.0526
10/10/2020,Oct,Florida,1079,0,0,2130.4597
10/10/2020,Oct,Georgia,2145,1237,45,4147.2251
10/10/2020,Oct,Illinois,1538,2905,30,2998.8418
10/10/2020,Oct,Maryland,231,636,5,526.1285
10/10/2020,Oct,Massachuttces,436,639,10,913.968
10/10/2020,Oct,Michigan,705,1648,19,1422.8891
10/10/2020,Oct,Minniesota,467,1516,10,972.6169
10/10/2020,Oct,Nevada,404,806,2,853.4272
10/10/2020,Oct,New Jersey,529,864,7,1089.9147
10/10/2020,Oct,New York,917,1447,8,1823.9719
10/10/2020,Oct,North Carolina,625,2321,18,1271.5371
10/10/2020,Oct,Pennsylvania,194,1742,36,456.1282
10/10/2020,Oct,Texas,2207,4230,94,4264.5229
10/10/2020,Oct,Utah,433,1354,5,908.2923
10/10/2020,Oct,Washington,678,642,7,1371.8078
10/11/2020,Oct,Arizona,529,597,0,1089.9147
10/11/2020,Oct,California,2074,3803,64,4012.9002
10/11/2020,Oct,Colorado,938,1023,0,1863.7018
10/11/2020,Oct,Florida,1142,5570,180,2249.6494
10/11/2020,Oct,Georgia,2409,1140,23,4646.6867
10/11/2020,Oct,Illinois,2033,2727,9,3935.3323
10/11/2020,Oct,Maryland,253,562,4,567.7503
10/11/2020,Oct,Massachuttces,476,563,17,989.644
10/11/2020,Oct,Michigan,671,0,0,1358.5645
10/11/2020,Oct,Minniesota,506,1440,10,1046.401
10/11/2020,Oct,Nevada,540,380,2,1110.7256
10/11/2020,Oct,New Jersey,613,751,3,1248.8343
10/11/2020,Oct,New York,1067,1143,5,2107.7569
10/11/2020,Oct,North Carolina,634,1719,5,1288.5642
10/11/2020,Oct,Pennsylvania,330,1166,6,713.4266
10/11/2020,Oct,Texas,2476,2418,31,4773.444
10/11/2020,Oct,Utah,450,1200,7,940.4546
10/11/2020,Oct,Washington,703,475,0,1419.1053
10/12/2020,Oct,Arizona,549,475,0,1127.7527
10/12/2020,Oct,California,1971,3449,8,3818.0345
10/12/2020,Oct,Colorado,925,819,0,1839.1071
10/12/2020,Oct,Florida,1091,1533,47,2153.1625
10/12/2020,Oct,Georgia,2237,902,13,4321.2799
10/12/2020,Oct,Illinois,1816,2742,13,3524.79
10/12/2020,Oct,Maryland,255,504,4,571.5341
10/12/2020,Oct,Massachuttces,475,760,13,987.7521
10/12/2020,Oct,Michigan,702,1932,6,1417.2134
10/12/2020,Oct,Minniesota,507,1171,3,1048.2929
10/12/2020,Oct,Nevada,480,569,3,997.2116
10/12/2020,Oct,New Jersey,569,469,1,1165.5907
10/12/2020,Oct,New York,978,1029,13,1939.3778
10/12/2020,Oct,North Carolina,652,1276,3,1322.6184
10/12/2020,Oct,Pennsylvania,395,1088,18,836.4001
10/12/2020,Oct,Texas,2477,2648,1,4775.3359
10/12/2020,Oct,Utah,466,988,5,970.725
10/12/2020,Oct,Washington,711,0,0,1434.2405
10/13/2020,Oct,Arizona,494,684,8,1023.6982
10/13/2020,Oct,California,1754,2378,9,3407.4922
10/13/2020,Oct,Colorado,798,576,0,1598.8358
10/13/2020,Oct,Florida,781,2725,123,1566.6735
10/13/2020,Oct,Georgia,2000,993,25,3872.8996
10/13/2020,Oct,Illinois,1518,2851,29,2961.0038
10/13/2020,Oct,Maryland,233,482,9,529.9123
10/13/2020,Oct,Massachuttces,398,749,13,842.0758
10/13/2020,Oct,Michigan,620,1466,30,1262.0776
10/13/2020,Oct,Minniesota,461,1135,7,961.2655
10/13/2020,Oct,Nevada,345,487,10,741.8051
10/13/2020,Oct,New Jersey,484,988,7,1004.7792
10/13/2020,Oct,New York,832,1393,11,1663.1604
10/13/2020,Oct,North Carolina,544,1734,43,1118.2932
10/13/2020,Oct,Pennsylvania,230,1342,16,524.2366
10/13/2020,Oct,Texas,2196,5289,64,4243.712
10/13/2020,Oct,Utah,443,987,0,927.2113
10/13/2020,Oct,Washington,672,1740,21,1360.4564
10/14/2020,Oct,Arizona,492,901,5,1019.9144
10/14/2020,Oct,California,1847,2666,58,3583.4389
10/14/2020,Oct,Colorado,891,1048,11,1774.7825
10/14/2020,Oct,Florida,856,2883,66,1708.566
10/14/2020,Oct,Georgia,2036,1297,16,3941.008
10/14/2020,Oct,Illinois,1143,2862,48,2251.5413
10/14/2020,Oct,Maryland,238,575,10,539.3718
10/14/2020,Oct,Massachuttces,385,580,17,817.4811
10/14/2020,Oct,Michigan,609,1593,13,1241.2667
10/14/2020,Oct,Minniesota,472,1369,0,982.0764
10/14/2020,Oct,Nevada,371,479,17,790.9945
10/14/2020,Oct,New Jersey,488,938,9,1012.3468
10/14/2020,Oct,New York,869,1232,7,1733.1607
10/14/2020,Oct,North Carolina,541,1926,40,1112.6175
10/14/2020,Oct,Pennsylvania,380,1276,27,808.0216
10/14/2020,Oct,Texas,2273,4667,95,4389.3883
10/14/2020,Oct,Utah,404,1144,5,853.4272
10/14/2020,Oct,Washington,689,0,0,1392.6187
10/15/2020,Oct,Arizona,543,1113,17,1116.4013
10/15/2020,Oct,California,1923,3329,118,3727.2233
10/15/2020,Oct,Colorado,961,692,16,1907.2155
10/15/2020,Oct,Florida,1162,3356,144,2287.4874
10/15/2020,Oct,Georgia,2291,1640,22,4423.4425
10/15/2020,Oct,Illinois,1733,4015,53,3367.7623
10/15/2020,Oct,Maryland,270,630,6,599.9126
10/15/2020,Oct,Massachuttces,518,587,25,1069.1038
10/15/2020,Oct,Michigan,759,2458,34,1525.0517
10/15/2020,Oct,Minniesota,517,1163,19,1067.2119
10/15/2020,Oct,Nevada,511,655,7,1055.8605
10/15/2020,Oct,New Jersey,613,971,6,1248.8343
10/15/2020,Oct,New York,1036,1460,13,2049.108
10/15/2020,Oct,North Carolina,640,2532,18,1299.9156
10/15/2020,Oct,Pennsylvania,370,1598,21,789.1026
10/15/2020,Oct,Texas,2423,4726,95,4673.1733
10/15/2020,Oct,Utah,482,1498,2,1000.9954
10/15/2020,Oct,Washington,717,734,10,1445.5919
10/16/2020,Oct,Arizona,569,738,17,1165.5907
10/16/2020,Oct,California,1996,3075,73,3865.332
10/16/2020,Oct,Colorado,983,1141,4,1948.8373
10/16/2020,Oct,Florida,1130,3449,98,2226.9466
10/16/2020,Oct,Georgia,2363,1609,64,4559.6593
10/16/2020,Oct,Illinois,1932,5103,52,3744.2504
10/16/2020,Oct,Maryland,265,781,4,590.4531
10/16/2020,Oct,Massachuttces,515,767,30,1063.4281
10/16/2020,Oct,Michigan,685,2206,15,1385.0511
10/16/2020,Oct,Minniesota,522,2290,13,1076.6714
10/16/2020,Oct,Nevada,525,716,9,1082.3471
10/16/2020,Oct,New Jersey,615,810,5,1252.6181
10/16/2020,Oct,New York,965,1707,10,1914.7831
10/16/2020,Oct,North Carolina,657,2684,36,1332.0779
10/16/2020,Oct,Pennsylvania,411,1566,25,866.6705
10/16/2020,Oct,Texas,2422,5870,91,4671.2814
10/16/2020,Oct,Utah,465,1496,8,968.8331
10/16/2020,Oct,Washington,741,676,11,1490.9975
10/17/2020,Oct,Arizona,83,921,18,246.1273
10/17/2020,Oct,California,116,2979,69,308.56
10/17/2020,Oct,Colorado,143,1312,13,359.6413
10/17/2020,Oct,Florida,66,4044,88,213.965
10/17/2020,Oct,Georgia,63,1534,51,208.2893
10/17/2020,Oct,Illinois,67,3629,27,215.8569
10/17/2020,Oct,Maryland,12,798,4,111.8024
10/17/2020,Oct,Massachuttces,24,584,21,134.5052
10/17/2020,Oct,Michigan,13,0,0,113.6943
10/17/2020,Oct,Minniesota,16,1694,5,119.37
10/17/2020,Oct,Nevada,32,967,0,149.6404
10/17/2020,Oct,New Jersey,32,934,2,149.6404
10/17/2020,Oct,New York,50,1784,9,183.6946
10/17/2020,Oct,North Carolina,25,2102,19,136.3971
10/17/2020,Oct,Pennsylvania,6,1857,9,100.451
10/17/2020,Oct,Texas,77,4885,81,234.7759
10/17/2020,Oct,Utah,10,1340,3,108.0186
10/17/2020,Oct,Washington,40,709,7,164.7756
10/18/2020,Oct,Arizona,536,742,3,1103.158
10/18/2020,Oct,California,2069,2862,44,4003.4407
10/18/2020,Oct,Colorado,949,1139,0,1884.5127
10/18/2020,Oct,Florida,1136,2539,50,2238.298
10/18/2020,Oct,Georgia,2454,1174,31,4731.8222
10/18/2020,Oct,Illinois,1997,4245,22,3867.2239
10/18/2020,Oct,Maryland,258,530,1,577.2098
10/18/2020,Oct,Massachuttces,480,730,14,997.2116
10/18/2020,Oct,Michigan,685,0,0,1385.0511
10/18/2020,Oct,Minniesota,522,1722,17,1076.6714
10/18/2020,Oct,Nevada,527,609,3,1086.1309
10/18/2020,Oct,New Jersey,615,1275,7,1252.6181
10/18/2020,Oct,New York,1078,1390,7,2128.5678
10/18/2020,Oct,North Carolina,635,2303,5,1290.4561
10/18/2020,Oct,Pennsylvania,330,1269,26,713.4266
10/18/2020,Oct,Texas,2498,3216,30,4815.0658
10/18/2020,Oct,Utah,447,1097,3,934.7789
10/18/2020,Oct,Washington,705,1307,0,1422.8891
10/19/2020,Oct,Arizona,542,748,3,1114.5094
10/19/2020,Oct,California,2001,3474,27,3874.7915
10/19/2020,Oct,Colorado,910,933,0,1810.7286
10/19/2020,Oct,Florida,1036,1707,54,2049.108
10/19/2020,Oct,Georgia,2152,752,19,4160.4684
10/19/2020,Oct,Illinois,1861,3113,22,3609.9255
10/19/2020,Oct,Maryland,240,497,4,543.1556
10/19/2020,Oct,Massachuttces,428,828,16,898.8328
10/19/2020,Oct,Michigan,735,5004,46,1479.6461
10/19/2020,Oct,Minniesota,507,1627,5,1048.2929
10/19/2020,Oct,Nevada,499,582,2,1033.1577
10/19/2020,Oct,New Jersey,575,1192,3,1176.9421
10/19/2020,Oct,New York,949,998,15,1884.5127
10/19/2020,Oct,North Carolina,649,1144,5,1316.9427
10/19/2020,Oct,Pennsylvania,423,1103,8,889.3733
10/19/2020,Oct,Texas,2518,1894,8,4852.9038
10/19/2020,Oct,Utah,454,1168,3,948.0222
10/19/2020,Oct,Washington,715,0,0,1441.8081
10/20/2020,Oct,Arizona,489,1040,7,1014.2387
10/20/2020,Oct,California,1758,3286,22,3415.0598
10/20/2020,Oct,Colorado,763,1072,9,1532.6193
10/20/2020,Oct,Florida,816,3662,86,1632.89
10/20/2020,Oct,Georgia,1998,1128,17,3869.1158
10/20/2020,Oct,Illinois,1510,3714,41,2945.8686
10/20/2020,Oct,Maryland,232,590,9,528.0204
10/20/2020,Oct,Massachuttces,355,976,5,760.7241
10/20/2020,Oct,Michigan,613,1871,20,1248.8343
10/20/2020,Oct,Minniesota,354,1092,7,758.8322
10/20/2020,Oct,Nevada,329,656,15,711.5347
10/20/2020,Oct,New Jersey,479,988,13,995.3197
10/20/2020,Oct,New York,806,1201,13,1613.971
10/20/2020,Oct,North Carolina,535,1578,53,1101.2661
10/20/2020,Oct,Pennsylvania,229,1557,33,522.3447
10/20/2020,Oct,Texas,2090,7884,65,4043.1706
10/20/2020,Oct,Utah,444,1081,5,929.1032
10/20/2020,Oct,Washington,689,460,19,1392.6187
10/21/2020,Oct,Arizona,491,975,17,1018.0225
10/21/2020,Oct,California,1851,3707,35,3591.0065
10/21/2020,Oct,Colorado,880,1208,9,1753.9716
10/21/2020,Oct,Florida,825,0,0,1649.9171
10/21/2020,Oct,Georgia,1857,1312,30,3602.3579
10/21/2020,Oct,Illinois,1150,4342,68,2264.7846
10/21/2020,Oct,Maryland,223,492,8,510.9933
10/21/2020,Oct,Massachuttces,368,702,22,785.3188
10/21/2020,Oct,Michigan,606,1878,35,1235.591
10/21/2020,Oct,Minniesota,464,1060,35,966.9412
10/21/2020,Oct,Nevada,364,565,5,777.7512
10/21/2020,Oct,New Jersey,479,1030,18,995.3197
10/21/2020,Oct,New York,852,2026,7,1700.9984
10/21/2020,Oct,North Carolina,550,1842,40,1129.6446
10/21/2020,Oct,Pennsylvania,394,1425,29,834.5082
10/21/2020,Oct,Texas,2045,5252,114,3958.0351
10/21/2020,Oct,Utah,437,1363,6,915.8599
10/21/2020,Oct,Washington,695,489,24,1403.9701
10/22/2020,Oct,Arizona,544,994,5,1118.2932
10/22/2020,Oct,California,1914,2940,162,3710.1962
10/22/2020,Oct,Colorado,936,1267,6,1859.918
10/22/2020,Oct,Florida,1140,7702,162,2245.8656
10/22/2020,Oct,Georgia,2338,1785,25,4512.3618
10/22/2020,Oct,Illinois,1801,4942,42,3496.4115
10/22/2020,Oct,Maryland,251,743,12,563.9665
10/22/2020,Oct,Massachuttces,467,1049,30,972.6169
10/22/2020,Oct,Michigan,735,2204,46,1479.6461
10/22/2020,Oct,Minniesota,498,1561,20,1031.2658
10/22/2020,Oct,Nevada,496,789,4,1027.482
10/22/2020,Oct,New Jersey,623,1162,18,1267.7533
10/22/2020,Oct,New York,1044,1628,15,2064.2432
10/22/2020,Oct,North Carolina,635,2400,50,1290.4561
10/22/2020,Oct,Pennsylvania,364,2063,30,777.7512
10/22/2020,Oct,Texas,2309,6291,85,4457.4967
10/22/2020,Oct,Utah,463,1543,6,965.0493
10/22/2020,Oct,Washington,707,724,4,1426.6729
10/23/2020,Oct,Arizona,443,976,6,927.2113
10/23/2020,Oct,California,1374,6141,73,2688.5702
10/23/2020,Oct,Colorado,781,1373,4,1566.6735
10/23/2020,Oct,Florida,962,3689,74,1909.1074
10/23/2020,Oct,Georgia,2213,2224,37,4275.8743
10/23/2020,Oct,Illinois,1668,5000,41,3244.7888
10/23/2020,Oct,Maryland,209,712,8,484.5067
10/23/2020,Oct,Massachuttces,446,1070,20,932.887
10/23/2020,Oct,Michigan,619,2046,20,1260.1857
10/23/2020,Oct,Minniesota,440,1711,13,921.5356
10/23/2020,Oct,Nevada,323,813,2,700.1833
10/23/2020,Oct,New Jersey,551,1045,10,1131.5365
10/23/2020,Oct,New York,858,1637,11,1712.3498
10/23/2020,Oct,North Carolina,611,2716,32,1245.0505
10/23/2020,Oct,Pennsylvania,343,2219,33,738.0213
10/23/2020,Oct,Texas,1402,6472,89,2741.5434
10/23/2020,Oct,Utah,348,1960,4,747.4808
10/23/2020,Oct,Washington,528,651,3,1088.0228
