Date,Month Abbr,State,Number of Flights,Positive,Deaths,Total Tested,Increase of Case Per Day by State
8/24/2020,Aug,Arizona,494,198414,4771,1155629,
8/25/2020,Aug,Arizona,450,199273,4792,1160602,859
8/26/2020,Aug,Arizona,446,199459,4896,1165295,186
8/27/2020,Aug,Arizona,496,200139,4929,1173293,680
8/28/2020,Aug,Arizona,496,200658,4978,1182397,519
8/29/2020,Aug,Arizona,448,201287,5007,1190668,629
8/30/2020,Aug,Arizona,454,201661,5030,1197728,374
8/31/2020,Aug,Arizona,477,201835,5029,1202698,174
9/1/2020,Sep,Arizona,446,202342,5044,1207256,507
9/2/2020,Sep,Arizona,476,202861,5065,1212177,519
9/3/2020,Sep,Arizona,529,203953,5130,1221089,1092
9/4/2020,Sep,Arizona,536,204681,5171,1235142,728
9/5/2020,Sep,Arizona,397,205516,5207,1250981,835
9/6/2020,Sep,Arizona,379,205766,5221,1257221,250
9/7/2020,Sep,Arizona,445,205964,5219,1261590,198
9/8/2020,Sep,Arizona,403,206045,5221,1264793,81
9/9/2020,Sep,Arizona,459,206541,5251,1267371,496
9/10/2020,Sep,Arizona,506,207002,5273,1270873,461
9/11/2020,Sep,Arizona,513,207523,5288,1277543,521
9/12/2020,Sep,Arizona,448,208128,5315,1286824,605
9/13/2020,Sep,Arizona,471,208512,5322,1296137,384
9/14/2020,Sep,Arizona,486,208725,5322,1300664,213
9/15/2020,Sep,Arizona,456,209209,5344,1310315,484
9/16/2020,Sep,Arizona,397,209907,5371,1326272,698
9/17/2020,Sep,Arizona,441,211660,5409,1350116,1753
9/18/2020,Sep,Arizona,477,212942,5451,1358154,1282
9/19/2020,Sep,Arizona,447,213551,5467,1368906,609
9/20/2020,Sep,Arizona,477,214018,5476,1379607,467
9/21/2020,Sep,Arizona,489,214251,5478,1386627,233
9/22/2020,Sep,Arizona,101,214846,5498,1396418,595
9/23/2020,Sep,Arizona,258,215284,5525,1405502,438
9/24/2020,Sep,Arizona,505,215852,5559,1415991,568
9/25/2020,Sep,Arizona,505,216367,5587,1423603,515
9/26/2020,Sep,Arizona,450,216826,5622,1434227,459
9/27/2020,Sep,Arizona,423,217237,5623,1443323,411
9/28/2020,Sep,Arizona,169,217510,5623,1448712,273
9/29/2020,Sep,Arizona,459,218184,5632,1453528,674
9/30/2020,Sep,Arizona,467,218507,5650,1457575,323
10/1/2020,Oct,Arizona,513,219212,5674,1471368,705
10/2/2020,Oct,Arizona,533,219763,5693,1478504,551
10/3/2020,Oct,Arizona,455,220399,5705,1488145,636
10/4/2020,Oct,Arizona,497,220754,5706,1496131,355
10/5/2020,Oct,Arizona,510,221070,5707,1502873,316
10/6/2020,Oct,Arizona,476,221934,5713,1511427,864
10/7/2020,Oct,Arizona,491,222538,5733,1518694,604
10/8/2020,Oct,Arizona,549,223401,5743,1531095,863
10/9/2020,Oct,Arizona,549,224084,5746,1543445,683
10/10/2020,Oct,Arizona,486,224978,5759,1556015,894
10/11/2020,Oct,Arizona,529,225575,5759,1566165,597
10/12/2020,Oct,Arizona,549,226050,5759,1574200,475
10/13/2020,Oct,Arizona,494,226734,5767,1581151,684
10/14/2020,Oct,Arizona,492,227635,5772,1589202,901
10/15/2020,Oct,Arizona,543,228748,5789,1601033,1113
10/16/2020,Oct,Arizona,569,229486,5806,1609380,738
10/17/2020,Oct,Arizona,83,230407,5824,1620703,921
10/18/2020,Oct,Arizona,536,231149,5827,1631023,742
10/19/2020,Oct,Arizona,542,231897,5830,1639785,748
10/20/2020,Oct,Arizona,489,232937,5837,1647345,1040
10/21/2020,Oct,Arizona,491,233912,5854,1657389,975
10/22/2020,Oct,Arizona,339,234906,5859,1668562,994
8/24/2020,Aug,California,1998,668615,12152,10652487,
8/25/2020,Aug,California,1852,673095,12257,10762506,4480
8/26/2020,Aug,California,1829,679099,12407,10832757,6004
8/27/2020,Aug,California,1941,683529,12550,10918415,4430
8/28/2020,Aug,California,1996,688858,12690,11010637,5329
8/29/2020,Aug,California,1862,693839,12834,11109630,4981
8/30/2020,Aug,California,1981,699909,12905,11231829,6070
8/31/2020,Aug,California,1999,704085,12933,11373305,4176
9/1/2020,Sep,California,1925,707797,13018,11470696,3712
9/2/2020,Sep,California,1931,712052,13163,11580370,4255
9/3/2020,Sep,California,2086,717177,13327,11663924,5125
9/4/2020,Sep,California,2139,722283,13490,11796970,5106
9/5/2020,Sep,California,1905,727239,13643,11916323,4956
9/6/2020,Sep,California,1894,732144,13709,12047191,4905
9/7/2020,Sep,California,2027,735235,13726,12158292,3091
9/8/2020,Sep,California,1720,737911,13758,12267948,2676
9/9/2020,Sep,California,1831,739527,13841,12343797,1616
9/10/2020,Sep,California,1952,742865,13978,12389991,3338
9/11/2020,Sep,California,2021,746191,14089,12451660,3326
9/12/2020,Sep,California,1890,750298,14251,12556967,4107
9/13/2020,Sep,California,2015,754923,14329,12690016,4625
9/14/2020,Sep,California,1939,757778,14385,12806189,2855
9/15/2020,Sep,California,1763,760013,14451,12928170,2235
9/16/2020,Sep,California,1498,762963,14615,13000522,2950
9/17/2020,Sep,California,1782,766201,14721,13080037,3238
9/18/2020,Sep,California,1874,769831,14812,13177186,3630
9/19/2020,Sep,California,1854,774135,14912,13343886,4304
9/20/2020,Sep,California,1980,778400,14987,13523158,4265
9/21/2020,Sep,California,1847,781694,15018,13672782,3294
9/22/2020,Sep,California,593,784324,15071,13804055,2630
9/23/2020,Sep,California,1276,787470,15204,13879423,3146
9/24/2020,Sep,California,1904,790640,15314,13952857,3170
9/25/2020,Sep,California,1929,794040,15398,14052247,3400
9/26/2020,Sep,California,1803,798237,15532,14182730,4197
9/27/2020,Sep,California,1720,802308,15587,14333498,4071
9/28/2020,Sep,California,611,805263,15608,14484852,2955
9/29/2020,Sep,California,1694,807425,15640,14613545,2162
9/30/2020,Sep,California,1729,810625,15792,14705202,3200
10/1/2020,Oct,California,1847,813687,15888,14771851,3062
10/2/2020,Oct,California,1976,817277,15986,14868431,3590
10/3/2020,Oct,California,1825,819436,16074,14998888,2159
10/4/2020,Oct,California,2033,823729,16120,15160287,4293
10/5/2020,Oct,California,1819,826784,16149,15301681,3055
10/6/2020,Oct,California,1716,828461,16177,15430421,1677
10/7/2020,Oct,California,1798,831225,16228,15556706,2764
10/8/2020,Oct,California,1917,834800,16361,15623623,3575
10/9/2020,Oct,California,2031,838606,16428,15736497,3806
10/10/2020,Oct,California,1832,842776,16500,15878445,4170
10/11/2020,Oct,California,2074,846579,16564,16047004,3803
10/12/2020,Oct,California,1971,850028,16572,16191341,3449
10/13/2020,Oct,California,1754,852406,16581,16333717,2378
10/14/2020,Oct,California,1846,855072,16639,16425487,2666
10/15/2020,Oct,California,1923,858401,16757,16517812,3329
10/16/2020,Oct,California,1996,861476,16830,16621956,3075
10/17/2020,Oct,California,116,864455,16899,16756711,2979
10/18/2020,Oct,California,2069,867317,16943,16892062,2862
10/19/2020,Oct,California,2001,870791,16970,17042408,3474
10/20/2020,Oct,California,1758,874077,16992,17189070,3286
10/21/2020,Oct,California,1851,877784,17027,17293139,3707
10/22/2020,Oct,California,1097,880724,17189,17358770,2940
8/24/2020,Aug,Colorado,941,55143,1815,938596,
8/25/2020,Aug,Colorado,839,55341,1824,947645,198
8/26/2020,Aug,Colorado,782,55800,1826,955641,459
8/27/2020,Aug,Colorado,925,55993,1835,962754,193
8/28/2020,Aug,Colorado,912,56343,1835,972990,350
8/29/2020,Aug,Colorado,848,56773,1843,985622,430
8/30/2020,Aug,Colorado,806,57041,1843,994951,268
8/31/2020,Aug,Colorado,923,57223,1843,1002802,182
9/1/2020,Sep,Colorado,832,57424,1849,1009970,201
9/2/2020,Sep,Colorado,813,57775,1853,1014642,351
9/3/2020,Sep,Colorado,949,58019,1853,1021497,244
9/4/2020,Sep,Colorado,938,58287,1861,1029791,268
9/5/2020,Sep,Colorado,782,58655,1866,1040752,368
9/6/2020,Sep,Colorado,752,58989,1866,1051084,334
9/7/2020,Sep,Colorado,844,59274,1866,1059557,285
9/8/2020,Sep,Colorado,541,59487,1866,1069606,213
9/9/2020,Sep,Colorado,756,59674,1868,1073979,187
9/10/2020,Sep,Colorado,854,59920,1882,1079276,246
9/11/2020,Sep,Colorado,882,60185,1889,1087199,265
9/12/2020,Sep,Colorado,784,60492,1889,1097985,307
9/13/2020,Sep,Colorado,841,60907,1889,1111572,415
9/14/2020,Sep,Colorado,834,61324,1889,1124181,417
9/15/2020,Sep,Colorado,723,61699,1894,1134666,375
9/16/2020,Sep,Colorado,618,62099,1905,1143941,400
9/17/2020,Sep,Colorado,686,62686,1905,1153853,587
9/18/2020,Sep,Colorado,730,63145,1911,1166910,459
9/19/2020,Sep,Colorado,762,63750,1913,1181829,605
9/20/2020,Sep,Colorado,828,64356,1913,1195379,606
9/21/2020,Sep,Colorado,856,64857,1913,1208425,501
9/22/2020,Sep,Colorado,238,65399,1914,1219137,542
9/23/2020,Sep,Colorado,778,66053,1926,1232288,654
9/24/2020,Sep,Colorado,875,66669,1926,1245745,616
9/25/2020,Sep,Colorado,878,67217,1935,1260861,548
9/26/2020,Sep,Colorado,780,67926,1940,1277613,709
9/27/2020,Sep,Colorado,749,68510,1940,1295655,584
9/28/2020,Sep,Colorado,363,69079,1940,1313403,569
9/29/2020,Sep,Colorado,747,69490,1945,1326642,411
9/30/2020,Sep,Colorado,775,70025,1952,1341180,535
10/1/2020,Oct,Colorado,917,70536,1960,1357159,511
10/2/2020,Oct,Colorado,975,71218,1962,1376920,682
10/3/2020,Oct,Colorado,844,71898,1968,1396346,680
10/4/2020,Oct,Colorado,943,72555,1968,1414336,657
10/5/2020,Oct,Colorado,903,73076,1968,1430540,521
10/6/2020,Oct,Colorado,777,73537,1968,1444262,461
10/7/2020,Oct,Colorado,880,74191,1983,1459332,654
10/8/2020,Oct,Colorado,995,74922,1990,1477301,731
10/9/2020,Oct,Colorado,998,75785,1997,1496198,863
10/10/2020,Oct,Colorado,870,76619,1998,1518454,834
10/11/2020,Oct,Colorado,938,77642,1998,1541162,1023
10/12/2020,Oct,Colorado,925,78461,1998,1560179,819
10/13/2020,Oct,Colorado,798,79037,1998,1571329,576
10/14/2020,Oct,Colorado,891,80085,2009,1588632,1048
10/15/2020,Oct,Colorado,961,80777,2025,1602956,692
10/16/2020,Oct,Colorado,983,81918,2029,1625527,1141
10/17/2020,Oct,Colorado,142,83230,2042,1646557,1312
10/18/2020,Oct,Colorado,949,84369,2042,1668053,1139
10/19/2020,Oct,Colorado,910,85302,2042,1689313,933
10/20/2020,Oct,Colorado,763,86374,2051,1708450,1072
10/21/2020,Oct,Colorado,879,87582,2060,1724038,1208
10/22/2020,Oct,Colorado,674,88849,2066,1742583,1267
8/24/2020,Aug,Florida,917,602829,10534,4447156,
8/25/2020,Aug,Florida,818,605502,10717,4466524,2673
8/26/2020,Aug,Florida,800,608722,10872,4492818,3220
8/27/2020,Aug,Florida,993,611991,11011,4517364,3269
8/28/2020,Aug,Florida,944,615806,11099,4547677,3815
8/29/2020,Aug,Florida,936,619003,11249,4575211,3197
8/30/2020,Aug,Florida,752,621586,11263,4599608,2583
8/31/2020,Aug,Florida,944,623471,11331,4615539,1885
9/1/2020,Sep,Florida,810,631040,11521,4675866,7569
9/2/2020,Sep,Florida,890,633442,11651,4693802,2402
9/3/2020,Sep,Florida,984,637013,11800,4717696,3571
9/4/2020,Sep,Florida,1043,640211,11903,4740007,3198
9/5/2020,Sep,Florida,885,643867,11963,4763807,3656
9/6/2020,Sep,Florida,849,646431,12001,4784770,2564
9/7/2020,Sep,Florida,931,648269,12023,4801684,1838
9/8/2020,Sep,Florida,759,650092,12067,4816873,1823
9/9/2020,Sep,Florida,661,652148,12269,4831248,2056
9/10/2020,Sep,Florida,930,654731,12482,4850259,2583
9/11/2020,Sep,Florida,995,658381,12658,4876756,3650
9/12/2020,Sep,Florida,864,661571,12756,4901680,3190
9/13/2020,Sep,Florida,896,663994,12764,4923930,2423
9/14/2020,Sep,Florida,891,665730,12800,4941008,1736
9/15/2020,Sep,Florida,653,668846,12946,4968847,3116
9/16/2020,Sep,Florida,582,671201,13100,4984023,2355
9/17/2020,Sep,Florida,762,674456,13247,5010973,3255
9/18/2020,Sep,Florida,752,677660,13387,5038261,3204
9/19/2020,Sep,Florida,829,681233,13450,5068554,3573
9/20/2020,Sep,Florida,980,683754,13459,5095089,2521
9/21/2020,Sep,Florida,873,685439,13480,5113260,1685
9/22/2020,Sep,Florida,202,687909,13579,5132342,2470
9/23/2020,Sep,Florida,455,690499,13782,5155980,2590
9/24/2020,Sep,Florida,1015,693040,13961,5179499,2541
9/25/2020,Sep,Florida,1017,695887,14083,5205994,2847
9/26/2020,Sep,Florida,845,698682,14190,5235007,2795
9/27/2020,Sep,Florida,893,700564,14202,5253441,1882
9/28/2020,Sep,Florida,352,701302,14207,5261672,738
9/29/2020,Sep,Florida,652,704568,14313,5290116,3266
9/30/2020,Sep,Florida,700,706516,14488,5301184,1948
10/1/2020,Oct,Florida,1021,709144,14619,5325835,2628
10/2/2020,Oct,Florida,1036,711804,14730,5351521,2660
10/3/2020,Oct,Florida,975,714591,14803,5376459,2787
10/4/2020,Oct,Florida,1024,716459,14845,5396874,1868
10/5/2020,Oct,Florida,999,717874,14886,5412683,1415
10/6/2020,Oct,Florida,702,720125,14945,5433578,2251
10/7/2020,Oct,Florida,795,722707,15084,5459711,2582
10/8/2020,Oct,Florida,1136,726013,15254,5489758,3306
10/9/2020,Oct,Florida,1157,728921,15372,5518162,2908
10/10/2020,Oct,Florida,1079,728921,15372,5518162,0
10/11/2020,Oct,Florida,1142,734491,15552,5550531,5570
10/12/2020,Oct,Florida,1091,736024,15599,5567283,1533
10/13/2020,Oct,Florida,781,738749,15722,5593424,2725
10/14/2020,Oct,Florida,855,741632,15788,5615247,2883
10/15/2020,Oct,Florida,1162,744988,15932,5643521,3356
10/16/2020,Oct,Florida,1130,748437,16030,5673685,3449
10/17/2020,Oct,Florida,66,752481,16118,5704100,4044
10/18/2020,Oct,Florida,1136,755020,16168,5722392,2539
10/19/2020,Oct,Florida,1036,756727,16222,5739283,1707
10/20/2020,Oct,Florida,816,760389,16308,5767947,3662
10/21/2020,Oct,Florida,824,760389,16308,5767947,0
10/22/2020,Oct,Florida,912,768091,16470,5821939,7702
8/24/2020,Aug,Georgia,2166,256253,5156,2205181,
8/25/2020,Aug,Georgia,1816,258354,5262,2230850,2101
8/26/2020,Aug,Georgia,1936,260590,5311,2248901,2236
8/27/2020,Aug,Georgia,1973,263074,5393,2268837,2484
8/28/2020,Aug,Georgia,2208,265372,5471,2286984,2298
8/29/2020,Aug,Georgia,1983,267758,5576,2312179,2386
8/30/2020,Aug,Georgia,1550,268973,5604,2327490,1215
8/31/2020,Aug,Georgia,2062,270471,5632,2343634,1498
9/1/2020,Sep,Georgia,1829,272697,5733,2368498,2226
9/2/2020,Sep,Georgia,1921,274613,5795,2381637,1916
9/3/2020,Sep,Georgia,2004,277288,5868,2410665,2675
9/4/2020,Sep,Georgia,2189,279354,5931,2432125,2066
9/5/2020,Sep,Georgia,1964,281548,5977,2460729,2194
9/6/2020,Sep,Georgia,2044,283199,6037,2479568,1651
9/7/2020,Sep,Georgia,2175,283807,6044,2488841,608
9/8/2020,Sep,Georgia,1759,285350,6070,2511826,1543
9/9/2020,Sep,Georgia,1961,287287,6128,2527779,1937
9/10/2020,Sep,Georgia,2057,289123,6204,2542594,1836
9/11/2020,Sep,Georgia,2265,290781,6246,2558319,1658
9/12/2020,Sep,Georgia,2022,292905,6287,2584257,2124
9/13/2020,Sep,Georgia,2227,294314,6333,2602202,1409
9/14/2020,Sep,Georgia,2143,295337,6353,2615247,1023
9/15/2020,Sep,Georgia,1947,296833,6398,2629090,1496
9/16/2020,Sep,Georgia,1807,299056,6419,2654121,2223
9/17/2020,Sep,Georgia,1911,300903,6474,2679891,1847
9/18/2020,Sep,Georgia,2248,302737,6537,2701952,1834
9/19/2020,Sep,Georgia,2010,305021,6599,2735389,2284
9/20/2020,Sep,Georgia,2308,306155,6602,2750822,1134
9/21/2020,Sep,Georgia,2093,307339,6604,2770863,1184
9/22/2020,Sep,Georgia,606,308221,6677,2783427,882
9/23/2020,Sep,Georgia,626,309678,6773,2803215,1457
9/24/2020,Sep,Georgia,2023,311046,6822,2824816,1368
9/25/2020,Sep,Georgia,2349,312514,6874,2847494,1468
9/26/2020,Sep,Georgia,2020,313873,6914,2872355,1359
9/27/2020,Sep,Georgia,2019,314685,6946,2886269,812
9/28/2020,Sep,Georgia,947,315281,6961,2898498,596
9/29/2020,Sep,Georgia,1987,316306,6994,2910833,1025
9/30/2020,Sep,Georgia,1965,318026,7021,2933679,1720
10/1/2020,Oct,Georgia,2247,319334,7063,2954392,1308
10/2/2020,Oct,Georgia,2310,320634,7106,2970013,1300
10/3/2020,Oct,Georgia,2211,322078,7134,3001381,1444
10/4/2020,Oct,Georgia,2418,322925,7162,3018618,847
10/5/2020,Oct,Georgia,2253,323714,7192,3032757,789
10/6/2020,Oct,Georgia,2122,324650,7229,3044792,936
10/7/2020,Oct,Georgia,2047,326142,7259,3058187,1492
10/8/2020,Oct,Georgia,2326,327407,7294,3083121,1265
10/9/2020,Oct,Georgia,2430,329032,7348,3112629,1625
10/10/2020,Oct,Georgia,2145,330269,7393,3132559,1237
10/11/2020,Oct,Georgia,2409,331409,7416,3151039,1140
10/12/2020,Oct,Georgia,2237,332311,7429,3168126,902
10/13/2020,Oct,Georgia,2000,333304,7454,3180548,993
10/14/2020,Oct,Georgia,2036,334601,7470,3204308,1297
10/15/2020,Oct,Georgia,2291,336241,7492,3229781,1640
10/16/2020,Oct,Georgia,2363,337850,7556,3254270,1609
10/17/2020,Oct,Georgia,63,339384,7607,3280668,1534
10/18/2020,Oct,Georgia,2454,340558,7638,3298458,1174
10/19/2020,Oct,Georgia,2152,341310,7657,3314279,752
10/20/2020,Oct,Georgia,1998,342438,7674,3327836,1128
10/21/2020,Oct,Georgia,1857,342438,7674,3327836,0
10/22/2020,Oct,Georgia,2120,345535,7729,3367534,3097
8/24/2020,Aug,Illinois,2060,223207,8097,3741608,
8/25/2020,Aug,Illinois,1622,224887,8126,3782467,1680
8/26/2020,Aug,Illinois,1821,227044,8163,3832829,2157
8/27/2020,Aug,Illinois,1769,228751,8186,3877339,1707
8/28/2020,Aug,Illinois,1897,231185,8206,3926007,2434
8/29/2020,Aug,Illinois,1833,233065,8217,3974791,1880
8/30/2020,Aug,Illinois,1865,235057,8228,4018484,1992
8/31/2020,Aug,Illinois,2023,236725,8235,4065863,1668
9/1/2020,Sep,Illinois,1769,238217,8273,4088824,1492
9/2/2020,Sep,Illinois,1796,240345,8300,4121575,2128
9/3/2020,Sep,Illinois,2052,241705,8324,4162370,1360
9/4/2020,Sep,Illinois,2064,247299,8362,4311869,5594
9/5/2020,Sep,Illinois,1419,250105,8385,4373804,2806
9/6/2020,Sep,Illinois,1526,251508,8390,4420300,1403
9/7/2020,Sep,Illinois,1945,252889,8398,4449275,1381
9/8/2020,Sep,Illinois,1595,254281,8405,4480638,1392
9/9/2020,Sep,Illinois,1671,255618,8433,4528667,1337
9/10/2020,Sep,Illinois,1713,257571,8461,4577649,1953
9/11/2020,Sep,Illinois,1935,259883,8505,4634477,2312
9/12/2020,Sep,Illinois,1768,262004,8527,4691071,2121
9/13/2020,Sep,Illinois,1730,263466,8541,4737961,1462
9/14/2020,Sep,Illinois,1730,264839,8546,4773891,1373
9/15/2020,Sep,Illinois,1682,266305,8564,4812922,1466
9/16/2020,Sep,Illinois,1506,268246,8599,4865233,1941
9/17/2020,Sep,Illinois,1436,270302,8624,4923033,2056
9/18/2020,Sep,Illinois,1784,272525,8647,4985054,2223
9/19/2020,Sep,Illinois,1791,275054,8672,5059340,2529
9/20/2020,Sep,Illinois,1875,276456,8686,5107351,1402
9/21/2020,Sep,Illinois,1639,277933,8693,5145585,1477
9/22/2020,Sep,Illinois,611,279464,8722,5187414,1531
9/23/2020,Sep,Illinois,1107,281312,8744,5233805,1848
9/24/2020,Sep,Illinois,1782,283569,8774,5295876,2257
9/25/2020,Sep,Illinois,1972,286374,8807,5365960,2805
9/26/2020,Sep,Illinois,1829,288815,8832,5431177,2441
9/27/2020,Sep,Illinois,1522,290419,8845,5481999,1604
9/28/2020,Sep,Illinois,849,292128,8858,5523141,1709
9/29/2020,Sep,Illinois,1695,293490,8881,5568765,1362
9/30/2020,Sep,Illinois,1647,295763,8916,5627311,2273
10/1/2020,Oct,Illinois,1797,297929,8940,5692926,2166
10/2/2020,Oct,Illinois,2099,300385,8992,5765867,2456
10/3/2020,Oct,Illinois,1785,302827,9023,5837501,2442
10/4/2020,Oct,Illinois,2050,304280,9040,5889157,1453
10/5/2020,Oct,Illinois,1841,306133,9054,5927695,1853
10/6/2020,Oct,Illinois,1451,307750,9085,5977208,1617
10/7/2020,Oct,Illinois,1191,310380,9127,6036028,2630
10/8/2020,Oct,Illinois,1741,313439,9159,6108519,3059
10/9/2020,Oct,Illinois,2002,316556,9191,6180417,3117
10/10/2020,Oct,Illinois,1538,319461,9221,6246673,2905
10/11/2020,Oct,Illinois,2033,322188,9230,6310720,2727
10/12/2020,Oct,Illinois,1816,324930,9243,6358299,2742
10/13/2020,Oct,Illinois,1518,327781,9272,6414292,2851
10/14/2020,Oct,Illinois,1143,330643,9320,6466961,2862
10/15/2020,Oct,Illinois,1733,334658,9373,6534047,4015
10/16/2020,Oct,Illinois,1931,339761,9425,6622355,5103
10/17/2020,Oct,Illinois,67,343390,9452,6699844,3629
10/18/2020,Oct,Illinois,1996,347635,9474,6779140,4245
10/19/2020,Oct,Illinois,1861,350748,9496,6827824,3113
10/20/2020,Oct,Illinois,1510,354462,9537,6886901,3714
10/21/2020,Oct,Illinois,1149,358804,9605,6953692,4342
10/22/2020,Oct,Illinois,1524,363746,9647,7034669,4942
8/24/2020,Aug,Maryland,281,104669,3694,1794703,
8/25/2020,Aug,Maryland,254,105046,3707,1807573,377
8/26/2020,Aug,Maryland,263,105486,3717,1819950,440
8/27/2020,Aug,Maryland,289,106063,3722,1841425,577
8/28/2020,Aug,Maryland,252,106664,3736,1868927,601
8/29/2020,Aug,Maryland,265,107294,3746,1894410,630
8/30/2020,Aug,Maryland,266,107791,3752,1919515,497
8/31/2020,Aug,Maryland,287,108249,3755,1938846,458
9/1/2020,Sep,Maryland,258,108863,3761,1952501,614
9/2/2020,Sep,Maryland,260,109319,3766,1964931,456
9/3/2020,Sep,Maryland,291,110012,3778,1989891,693
9/4/2020,Sep,Maryland,290,110831,3789,2019324,819
9/5/2020,Sep,Maryland,254,111607,3796,2047516,776
9/6/2020,Sep,Maryland,227,112119,3799,2064239,512
9/7/2020,Sep,Maryland,240,112883,3804,2086609,764
9/8/2020,Sep,Maryland,222,113239,3807,2099562,356
9/9/2020,Sep,Maryland,230,113575,3816,2109473,336
9/10/2020,Sep,Maryland,250,114078,3824,2128024,503
